mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,respSequence,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,sequence,blockDuration,session,participant,date,expName,psychopyVersion,frameRate
"[-0.3546296216685463,-0.36759258482467244,-0.29537036152625523,0.2777777951624658,0.02685186549745224]","[-0.30648149349899206,-0.09351852736263364,0.285185181984195,0.001851844428865998,-0.2824074190661863]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[2.6670000553131104,3.315000057220459,4.2850000858306885,4.930000066757202,5.642999887466431]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",5,0,5,0,1,4,"['blk1', 'blk2', 'blk3', 'blk4', 'blk5']",0.5,001,aa,2020-05-06_10h47.46.770,corsi,3.1.3,60
"[-0.045370357800964954,0.3222222402691841,-0.2870370280687456,0.018518532039942564,-0.2888888799481922]","[-0.30185186380037554,-0.029629637521726114,0.02592591886167173,0.04999996503746026,0.2953703673211513]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.18000006675720215,1.7340002059936523,2.384000062942505,3.004000186920166,3.6130001544952393]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",5,0,5,0,1,4,"['blk1', 'blk2', 'blk3', 'blk4', 'blk5']",0.5,001,aa,2020-05-06_10h47.46.770,corsi,3.1.3,60
"[0.010185198582432888,-0.26388887957566315,-0.32777776941657066,0.2842592767405289,0.2898148323788687]","[-0.03981482285868238,-0.2592592705731039,0.26481481131028245,-0.3314814938715211,0.3435185161867627]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[1.2300000190734863,1.9140000343322754,2.5920000076293945,3.303999900817871,4.050999879837036]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",5,0,5,0,1,4,"['blk1', 'blk2', 'blk3', 'blk4', 'blk5']",0.5,001,aa,2020-05-06_10h47.46.770,corsi,3.1.3,60
"[-0.29259258370708535,0.04814821862512249,0.01574081073480708,-0.3333333250549104,0.0407407545933017,-0.0296296168256689,-0.034259246524285386]","[-0.3055555675592687,-0.2490740852361476,-0.2481481592964243,0.3203703676936803,0.31944444175395703,-0.066666675110658,-0.03240741534089601]","[1,1,1,1,1,1,1]","[0,0,0,0,0,0,0]","[0,0,0,0,0,0,0]","[1.1170001029968262,2.0180001258850098,2.7669999599456787,3.7079999446868896,4.641000032424927,5.243000030517578,5.874000072479248]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",5,0,5,0,1,4,"['blk1', 'blk2', 'blk3', 'blk4', 'blk5']",0.5,001,aa,2020-05-06_10h47.46.770,corsi,3.1.3,60
"[-0.05555554313792123,-0.03981474564859076,-0.25370369423870687,-0.32962962129601725,0.34537038876226656]","[0.31944444175395703,0.07592591960672979,-0.2962963081620358,0.30648147859783087,-0.2824074190661863]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.7879998683929443,1.5779998302459717,2.298999786376953,3.444999933242798,4.264999866485596]","[""blk1"",""blk2"",""blk3"",""blk5"",""blk4""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",5,0,5,0,1,4,"['blk1', 'blk2', 'blk3', 'blk4', 'blk5']",0.5,001,aa,2020-05-06_10h47.46.770,corsi,3.1.3,60
