mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,respSequence,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,sequence,blockDuration,session,participant,date,expName,psychopyVersion,frameRate
"[-0.3255208333333333,-0.29296875,0.037760416666666664,0.3111979166666667,0.23697916666666666]","[-0.2825520833333333,-0.044270833333333336,0.3033854166666667,-0.02734375,-0.3020833333333333]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.48600006103515625,0.9030001163482666,1.5350000858306885,2.118000030517578,2.567000150680542]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",5,0,5,0,1,4,"['blk1', 'blk2', 'blk3', 'blk4', 'blk5']",0.5,001,Edimilson,2020-11-12_19h35.02.966,corsi,3.1.3,60
"[-0.2916666666666667,-0.265625,0.044270833333333336,-0.041666666666666664,-0.30859375]","[-0.036458333333333336,0.2955729166666667,-0.3802083333333333,0.2994791666666667,-0.2513020833333333]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.41700005531311035,0.8330001831054688,1.4000000953674316,1.9490001201629639,2.5329999923706055]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",5,0,5,0,1,4,"['blk1', 'blk2', 'blk3', 'blk4', 'blk5']",0.5,001,Edimilson,2020-11-12_19h35.02.966,corsi,3.1.3,60
