mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,respSequence,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,sequence,blockDuration,session,participant,date,expName,psychopyVersion,frameRate
"[0.315740758691121,0.007407420763262996,0.16203705269705365,-0.30185184310431834,-0.33981480663297353,0.014814828281049375,0.3305555737266938,0.23333335005574757,0.23333335005574757,0.1481481636012042,0.37685187071285864]","[-0.022222230003939733,0.22685184778162726,-0.07314815668872109,-0.22500001080334187,-0.2601851965128272,-0.30740747595274975,-0.3416666792084773,-0.2166666773458322,-0.2166666773458322,-0.178703713817177,0.014814807584992162]","[1,1,1,1,1,1,0,0,0,1,1]","[0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,1,1,1,0,0]","[15.67199993133545,22.824000120162964,24.240000009536743,26.223000049591064,26.888999938964844,28.371999979019165,36.735000133514404,39.020999908447266,39.23399996757507,40.117000102996826,48.27999997138977]","[""blk5"",""blk2"",""blk4"",""blk1"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",5,0,5,0,1,4,"['blk1', 'blk2', 'blk3', 'blk4', 'blk5']",0.5,001,Natsui　Toku,2020-08-14_21h54.16.957,corsi,3.1.3,60
"[-0.011111098031202951,0.2509259429104902,0.052777848323738975,-0.29907406528514846,-0.26481480551538644]","[-0.0018518593300271917,0.2870370338636416,-0.2574074186936573,0.31111110829644734,-0.22870377107626946]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[1.4849998950958252,2.299999952316284,3.131999969482422,4.2159998416900635,5.164999961853027]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",5,0,5,0,1,4,"['blk1', 'blk2', 'blk3', 'blk4', 'blk5']",0.5,001,Natsui　Toku,2020-08-14_21h54.16.957,corsi,3.1.3,60
"[0.3129629808719511,0.02777779143717554,-0.23425919299048323,0.01574081073480708,-0.29351850964680865]","[-0.315740752896225,-0.06018519353259493,-0.37314816115906946,-0.3240740863537347,0.005555548187759187]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.5490000247955322,1.2319998741149902,1.9479999542236328,2.697999954223633,3.629999876022339]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",5,0,5,0,1,4,"['blk1', 'blk2', 'blk3', 'blk4', 'blk5']",0.5,001,Natsui　Toku,2020-08-14_21h54.16.957,corsi,3.1.3,60
"[-0.3416666585124201,0.2925926101980386,-0.030555486251357792,-0.26574073145510974,0.2583333504282766]","[0.38240740565514125,0.0037036963083125927,0.2490740703349864,0.002777770368589295,0.3148148120553405]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.5989999771118164,2.2980000972747803,2.9650001525878906,3.682000160217285,4.447000026702881]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",5,0,5,0,1,4,"['blk1', 'blk2', 'blk3', 'blk4', 'blk5']",0.5,001,Natsui　Toku,2020-08-14_21h54.16.957,corsi,3.1.3,60
"[0.3296296477869705,0.2851852026802522,0.0777777921822336,-0.31018517656182804,0.30833335117333466]","[0.2870370338636416,-0.36666667958100635,-0.2759259374881232,-0.2675926040306135,0.00462962224803589]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.3990001678466797,1.0820000171661377,1.6649999618530273,2.315999984741211,2.9810001850128174]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",5,0,5,0,1,4,"['blk1', 'blk2', 'blk3', 'blk4', 'blk5']",0.5,001,Natsui　Toku,2020-08-14_21h54.16.957,corsi,3.1.3,60
