mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,respSequence,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,sequence,blockDuration,session,participant,date,expName,psychopyVersion,frameRate
"[0.3425925925925926,0.025,0.3111111111111111,-0.34629629629629627,0.30185185185185187]","[-0.040740740740740744,-0.021296296296296296,0.2916666666666667,-0.30648148148148147,-0.33796296296296297]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.5490000247955322,1.0820000171661377,1.7990000247955322,2.432000160217285,3.0490000247955322]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",5,0,5,0,1,4,"['blk1', 'blk2', 'blk3', 'blk4', 'blk5']",0.5,001,999,2020-02-27_14h21.15.827,corsi,3.1.3,60
"[0.002777777777777778,-0.25925925925925924,0.06481481481481481,0.3638888888888889,0.31296296296296294,0.32037037037037036]","[0.28425925925925927,0.03518518518518519,-0.29074074074074074,0.016666666666666666,-0.012962962962962963,-0.3037037037037037]","[1,1,1,1,1,1]","[0,0,0,0,0,0]","[0,0,0,0,0,0]","[0.5659999847412109,1.0160000324249268,1.5160000324249268,1.998999834060669,2.4830000400543213,2.9489998817443848]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",5,0,5,0,1,4,"['blk1', 'blk2', 'blk3', 'blk4', 'blk5']",0.5,001,999,2020-02-27_14h21.15.827,corsi,3.1.3,60
"[0.05,-0.32685185185185184,0.3277777777777778,0.05185185185185185,-0.3101851851851852]","[-0.27314814814814814,0.010185185185185186,0.32222222222222224,0.04814814814814815,0.3]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.3659999370574951,0.8999998569488525,1.3659999370574951,1.815999984741211,2.299999952316284]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",5,0,5,0,1,4,"['blk1', 'blk2', 'blk3', 'blk4', 'blk5']",0.5,001,999,2020-02-27_14h21.15.827,corsi,3.1.3,60
"[-0.275,-0.25833333333333336,-0.006481481481481481,-0.03148148148148148,0.26296296296296295,0.34444444444444444]","[0.26481481481481484,0.011111111111111112,0.4083333333333333,0.3490740740740741,0.29074074074074074,0.027777777777777776]","[1,1,1,1,1,1]","[0,0,0,0,0,0]","[0,0,0,0,0,0]","[0.3840000629425049,0.8999998569488525,1.366999864578247,1.7170000076293945,2.299999952316284,2.799999952316284]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",5,0,5,0,1,4,"['blk1', 'blk2', 'blk3', 'blk4', 'blk5']",0.5,001,999,2020-02-27_14h21.15.827,corsi,3.1.3,60
"[0.03796296296296296,0.27314814814814814,0.07037037037037037,-0.3453703703703704,0.3111111111111111]","[-0.027777777777777776,-0.33240740740740743,-0.32592592592592595,0.34444444444444444,0.02962962962962963]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.3659999370574951,0.998999834060669,1.497999906539917,2.0319998264312744,2.748999834060669]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",5,0,5,0,1,4,"['blk1', 'blk2', 'blk3', 'blk4', 'blk5']",0.5,001,999,2020-02-27_14h21.15.827,corsi,3.1.3,60
