mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,respSequence,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,sequence,blockDuration,session,participant,date,expName,psychopyVersion,frameRate
"[-0.039487768072866754,0.3129253638061022,0.03092449154840627,-0.3636631879425194,-0.34822915993475667,-0.32045572202090017]","[-0.2617492111122323,0.2525086768676475,0.32842881688783465,-0.3020442827847243,-0.09225261299191818,-0.041171916972509985]","[1,1,1,1,1,1]","[0,0,0,0,0,0]","[0,0,0,0,0,0]","[0.6670000553131104,1.4210000038146973,1.8380000591278076,2.452000141143799,2.7829999923706055,3.25]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",5,0,5,0,1,4,"['blk1', 'blk2', 'blk3', 'blk4', 'blk5']",0.5,001,,2020-10-01_10h52.10.065,corsi,3.1.3,60
"[0.061792615380772985,-0.31044704131620365,-0.3424435356623462,-0.03749998863786459,-0.32591145126886356]","[-0.003255215832420314,-0.0221701466698303,-0.31204428293373593,-0.3077474078697075,0.3034808828952047]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.3489999771118164,0.8640000820159912,1.249000072479248,1.5810000896453857,2.1010000705718994]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",5,0,5,0,1,4,"['blk1', 'blk2', 'blk3', 'blk4', 'blk5']",0.5,001,,2020-10-01_10h52.10.065,corsi,3.1.3,60
"[-0.2889713126433258,-0.257508672471805,0.3276346332310166,0.07381518500436768,0.024939248403663645,0.3059418567575954]","[-0.004092889456013735,-0.2328949761987638,0.2945269066604346,0.30442274014122733,0.25835503112143166,-0.050876744319814156]","[1,1,1,1,1,1]","[0,0,0,0,0,0]","[0,0,0,0,0,0]","[0.5190000534057617,0.934999942779541,1.4689998626708984,1.815999984741211,2.1629998683929443,2.7159998416900635]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",5,0,5,0,1,4,"['blk1', 'blk2', 'blk3', 'blk4', 'blk5']",0.5,001,,2020-10-01_10h52.10.065,corsi,3.1.3,60
"[-0.2727690893658696,0.38344619819027786,0.003849906184026016,0.25089411288176455,-0.03850693309731368]","[-0.3326823040745997,0.278589389468737,-0.02605903561666815,-0.04453563230041103,0.32766058770972045]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.10100007057189941,0.7009999752044678,1.1319999694824219,1.4860000610351562,1.8680000305175781]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",5,0,5,0,1,4,"['blk1', 'blk2', 'blk3', 'blk4', 'blk5']",0.5,001,,2020-10-01_10h52.10.065,corsi,3.1.3,60
"[0.24430991139476343,0.29562067604824227,0.020069456664431426,-0.2776041588823622,0.06950088101212815,0.008519977325664108]","[-0.3463237973334294,-0.05067275126121887,0.03562065280243082,0.0223090206596276,-0.36792536015531774,-0.29134549790307773]","[1,1,1,1,1,1]","[0,0,0,0,0,0]","[0,0,0,0,0,0]","[0.315000057220459,0.7319998741149902,1.1019999980926514,1.4830000400543213,1.871999979019165,2.1529998779296875]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",5,0,5,0,1,4,"['blk1', 'blk2', 'blk3', 'blk4', 'blk5']",0.5,001,,2020-10-01_10h52.10.065,corsi,3.1.3,60
