mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,respSequence,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,sequence,blockDuration,session,participant,date,expName,psychopyVersion,frameRate
"[0.3143518518518518,-0.052314814814814814,0.35138888888888886,-0.34814814814814815,0.05555555555555555]","[0.037037037037037035,0.001388888888888889,0.2518518518518518,0.05925925925925926,0.3314814814814815]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[1.9170000553131104,2.6500000953674316,3.383000135421753,4.06600022315979,4.800000190734863]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",5,0,5,0,1,4,"['blk1', 'blk2', 'blk3', 'blk4', 'blk5']",0.5,001,JB,2020-10-05_14h57.26.694,corsi,3.1.3,60
"[0.2916666666666667,-0.010648148148148148,-0.28935185185185186,-0.23935185185185184,-0.011574074074074073]","[0.26944444444444443,-0.2625,-0.26435185185185184,0.33611111111111114,0]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.6830000877380371,1.4830000400543213,2.049999952316284,2.6659998893737793,3.4000000953674316]","[""blk2"",""blk1"",""blk3"",""blk4"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",5,0,5,0,1,4,"['blk1', 'blk2', 'blk3', 'blk4', 'blk5']",0.5,001,JB,2020-10-05_14h57.26.694,corsi,3.1.3,60
