mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,respSequence,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,sequence,blockDuration,session,participant,date,expName,psychopyVersion,frameRate
"[0.3059895833333333,0.3411458333333333,0.006510416666666667,0.005208333333333333,0]","[0.3229166666666667,0.026041666666666668,-0.2578125,0.3046875,-0.02734375]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[1.434000015258789,2.365999937057495,3.2990000247955322,4.266000032424927,5.131999969482422]","[""blk1"",""blk2"",""blk4"",""blk3"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",5,0,5,0,1,4,"['blk1', 'blk2', 'blk3', 'blk4', 'blk5']",0.5,001,,2020-06-10_10h32.34.138,corsi,3.1.3,60
"[-0.2669270833333333,-0.265625,0.2890625,0.3645833333333333,-0.2669270833333333,-0.020833333333333332]","[-0.2630208333333333,-0.2981770833333333,0.3489583333333333,-0.33203125,0.2864583333333333,0.2799479166666667]","[1,1,1,1,1,1]","[0,0,0,0,0,0]","[0,0,0,0,0,0]","[0.7659997940063477,1.498999834060669,2.5159997940063477,3.498999834060669,4.48199987411499,5.48199987411499]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",5,0,5,0,1,4,"['blk1', 'blk2', 'blk3', 'blk4', 'blk5']",0.5,001,,2020-06-10_10h32.34.138,corsi,3.1.3,60
"[-0.2682291666666667,0.28515625,-0.053385416666666664,-0.01953125,-0.032552083333333336]","[-0.2630208333333333,0.3489583333333333,-0.0625,0.3684895833333333,-0.3424479166666667]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[1.2669999599456787,2.3499999046325684,3.299999952316284,4.198999881744385,5.181999921798706]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",5,0,5,0,1,4,"['blk1', 'blk2', 'blk3', 'blk4', 'blk5']",0.5,001,,2020-06-10_10h32.34.138,corsi,3.1.3,60
"[0.3307291666666667,0.3346354166666667,0.2916666666666667,-0.2825520833333333,-0.0625]","[-0.3138020833333333,-0.006510416666666667,0.2526041666666667,-0.3059895833333333,-0.2669270833333333]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[1.0490000247955322,1.9160001277923584,2.7820000648498535,4.164999961853027,5.148000001907349]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",5,0,5,0,1,4,"['blk1', 'blk2', 'blk3', 'blk4', 'blk5']",0.5,001,,2020-06-10_10h32.34.138,corsi,3.1.3,60
"[-0.3020833333333333,0.30859375,0.2604166666666667,0.005208333333333333,-0.3072916666666667]","[-0.3359375,0.25390625,-0.2955729166666667,-0.2526041666666667,0.2955729166666667]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.7829999923706055,1.8659999370574951,2.7990000247955322,3.697999954223633,4.748000144958496]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",5,0,5,0,1,4,"['blk1', 'blk2', 'blk3', 'blk4', 'blk5']",0.5,001,,2020-06-10_10h32.34.138,corsi,3.1.3,60
