mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,respSequence,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,sequence,blockDuration,session,participant,date,expName,psychopyVersion,frameRate
"[-0.28125,-0.028645833333333332,0.0390625,0.23567708333333334,-0.3072916666666667]","[0.032552083333333336,-0.3203125,-0.045572916666666664,0.21744791666666666,-0.33984375]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.7680001258850098,1.5160000324249268,1.999000072479248,2.571000099182129,3.3320000171661377]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",5,0,5,0,1,4,"['blk1', 'blk2', 'blk3', 'blk4', 'blk5']",0.5,001,,2019-12-25_13h24.10.963,corsi,3.1.3,60
"[0.2838541666666667,0.2799479166666667,0.013020833333333334,0.2877604166666667,-0.2838541666666667]","[-0.044270833333333336,-0.3072916666666667,0.2877604166666667,0.2734375,0.018229166666666668]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.7669999599456787,1.3499999046325684,2.0490000247955322,2.5829999446868896,3.184000015258789]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",5,0,5,0,1,4,"['blk1', 'blk2', 'blk3', 'blk4', 'blk5']",0.5,001,,2019-12-25_13h24.10.963,corsi,3.1.3,60
"[-0.057291666666666664,0.24869791666666666,0.33984375,-0.28125,-0.2513020833333333]","[0.036458333333333336,-0.3294270833333333,0.29296875,0.3385416666666667,-0.3541666666666667]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.41499996185302734,0.997999906539917,1.7809998989105225,2.3980000019073486,3.177999973297119]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",5,0,5,0,1,4,"['blk1', 'blk2', 'blk3', 'blk4', 'blk5']",0.5,001,,2019-12-25_13h24.10.963,corsi,3.1.3,60
"[0.03125,-0.2591145833333333,-0.3567708333333333,-0.010416666666666666,0.020833333333333332]","[-0.2682291666666667,0.3216145833333333,-0.2877604166666667,0.34375,-0.020833333333333332]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.562999963760376,1.1970000267028809,1.7630000114440918,2.4800000190734863,3.0789999961853027]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",5,0,5,0,1,4,"['blk1', 'blk2', 'blk3', 'blk4', 'blk5']",0.5,001,,2019-12-25_13h24.10.963,corsi,3.1.3,60
"[-0.24479166666666666,0.3502604166666667,-0.3424479166666667,-0.005208333333333333,-0.014322916666666666]","[0.06510416666666667,-0.2708333333333333,0.3138020833333333,0.03515625,0.2565104166666667]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.8669998645782471,1.4830000400543213,2.182999849319458,2.822999954223633,3.2820000648498535]","[""blk1"",""blk2"",""blk3"",""blk5"",""blk4""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",5,0,5,0,1,4,"['blk1', 'blk2', 'blk3', 'blk4', 'blk5']",0.5,001,,2019-12-25_13h24.10.963,corsi,3.1.3,60
