mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,respSequence,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,sequence,blockDuration,session,participant,date,expName,psychopyVersion,frameRate
"[-0.020263671875,-0.2971044921875,-0.29923828125,0.0082080078125,0.28330078125]","[-0.3316796875,-0.0374951171875,-0.3611279296875,-0.333271484375,-0.01802734375]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.19299983978271484,11.878000020980835,12.691999912261963,13.422999858856201,14.113999843597412]","[""blk5"",""blk1"",""blk4"",""blk5"",""blk2""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",5,0,5,0,1,4,"['blk1', 'blk2', 'blk3', 'blk4', 'blk5']",0.5,001,1,2020-08-26_13h45.14.853,corsi,3.1.3,60
"[-0.232578125,0.2991552734375,0.2851318359375,-0.00681640625,0.018935546875]","[-0.32076171875,0.00392578125,-0.352763671875,0.0106787109375,-0.270908203125]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.7329998016357422,1.4069998264312744,2.052999973297119,2.7739999294281006,4.003000020980835]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",5,0,5,0,1,4,"['blk1', 'blk2', 'blk3', 'blk4', 'blk5']",0.5,001,1,2020-08-26_13h45.14.853,corsi,3.1.3,60
"[0.3523095703125,0.2954931640625,0.0464501953125,-0.044931640625,-0.31953125]","[-0.0636083984375,0.25951171875,0.049599609375,0.259814453125,-0.036845703125]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[1.0169999599456787,1.5940001010894775,2.2300000190734863,2.7980000972747803,3.4660000801086426]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",5,0,5,0,1,4,"['blk1', 'blk2', 'blk3', 'blk4', 'blk5']",0.5,001,1,2020-08-26_13h45.14.853,corsi,3.1.3,60
"[-0.0193017578125,-0.24654296875,-0.0027978515625,0.3405517578125,-0.3350439453125]","[0.0174462890625,0.018583984375,-0.2949462890625,-0.3063427734375,0.276455078125]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.6909999847412109,1.2109999656677246,1.8640000820159912,2.384999990463257,3.6689999103546143]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",5,0,5,0,1,4,"['blk1', 'blk2', 'blk3', 'blk4', 'blk5']",0.5,001,1,2020-08-26_13h45.14.853,corsi,3.1.3,60
"[0.0535009765625,0.271533203125,0.05380859375,0.2681201171875,-0.2559033203125]","[0.287998046875,-0.298330078125,-0.272265625,0.297138671875,-0.2599609375]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.41699981689453125,1.0529999732971191,1.569000005722046,2.3399999141693115,3.19599986076355]","[""blk1"",""blk2"",""blk4"",""blk3"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",5,0,5,0,1,4,"['blk1', 'blk2', 'blk3', 'blk4', 'blk5']",0.5,001,1,2020-08-26_13h45.14.853,corsi,3.1.3,60
