mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,respSequence,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,sequence,blockDuration,session,participant,date,expName,psychopyVersion,frameRate
"[-0.2864583333333333,-0.2864583333333333,0.03515625,-0.24088541666666666,-0.026041666666666668]","[-0.3020833333333333,0.25,0.31640625,0.009114583333333334,-0.03125]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.7339999675750732,1.3500001430511475,1.9670000076293945,2.5169999599456787,2.950000047683716]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",5,0,5,0,1,4,"['blk1', 'blk2', 'blk3', 'blk4', 'blk5']",0.5,001,,2020-04-01_17h03.00.475,corsi,3.1.3,60
"[0.22395833333333334,0.037760416666666664,-0.25390625,-0.2734375,-0.053385416666666664,-0.2760416666666667]","[0.2604166666666667,0.265625,-0.2565104166666667,-0.3072916666666667,-0.01953125,-0.057291666666666664]","[1,1,1,1,1,1]","[0,0,0,0,0,0]","[0,0,0,0,0,0]","[0.46700000762939453,0.8340001106262207,1.5169999599456787,2.2330000400543213,2.7330000400543213,3.1660001277923584]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",5,0,5,0,1,4,"['blk1', 'blk2', 'blk3', 'blk4', 'blk5']",0.5,001,,2020-04-01_17h03.00.475,corsi,3.1.3,60
"[0.3333333333333333,0.28515625,-0.2643229166666667,-0.036458333333333336,-0.3190104166666667]","[-0.2643229166666667,0.2552083333333333,0.048177083333333336,-0.27734375,0.2786458333333333]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.5160000324249268,1.0999999046325684,1.6489999294281006,2.2990000247955322,2.8480000495910645]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",5,0,5,0,1,4,"['blk1', 'blk2', 'blk3', 'blk4', 'blk5']",0.5,001,,2020-04-01_17h03.00.475,corsi,3.1.3,60
"[0.3736979166666667,0.2591145833333333,-0.044270833333333336,0.22135416666666666,0.046875]","[-0.3450520833333333,0.33203125,-0.24348958333333334,-0.026041666666666668,0.014322916666666666]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.4160001277923584,0.9490001201629639,1.4820001125335693,1.999000072479248,2.449000120162964]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",5,0,5,0,1,4,"['blk1', 'blk2', 'blk3', 'blk4', 'blk5']",0.5,001,,2020-04-01_17h03.00.475,corsi,3.1.3,60
"[-0.30078125,0.3463541666666667,0.2734375,0.2630208333333333,0.2630208333333333,0.03125]","[0.34765625,-0.005208333333333333,-0.2942708333333333,0.19270833333333334,0.22005208333333334,-0.3606770833333333]","[1,1,1,1,1,1]","[0,0,0,0,0,0]","[0,0,0,0,0,0]","[0.4660000801086426,1.0329999923706055,1.433000087738037,1.8659999370574951,2.1649999618530273,2.7160000801086426]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",5,0,5,0,1,4,"['blk1', 'blk2', 'blk3', 'blk4', 'blk5']",0.5,001,,2020-04-01_17h03.00.475,corsi,3.1.3,60
