mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,respSequence,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,sequence,blockDuration,session,participant,date,expName,psychopyVersion,frameRate
"[-0.3020833333333333,-0.03125,0.30859375,-0.00390625,0.3619791666666667]","[-0.0013020833333333333,0.34375,0.3333333333333333,-0.2578125,-0.25]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[1.000999927520752,1.6519999504089355,2.1540000438690186,2.812999963760376,3.503000020980835]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",5,0,5,0,1,4,"['blk1', 'blk2', 'blk3', 'blk4', 'blk5']",0.5,001,A29GU646GXDMLU,2020-07-13_19h23.15.326,corsi,3.1.3,60
"[-0.033854166666666664,-0.036458333333333336,-0.022135416666666668,0.3294270833333333,0.2734375]","[0.27734375,0.01171875,-0.2916666666666667,-0.2786458333333333,0.3203125]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.7650001049041748,1.4779999256134033,2.0450000762939453,2.7239999771118164,3.3889999389648438]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",5,0,5,0,1,4,"['blk1', 'blk2', 'blk3', 'blk4', 'blk5']",0.5,001,A29GU646GXDMLU,2020-07-13_19h23.15.326,corsi,3.1.3,60
"[-0.2669270833333333,0.359375,0.26953125,-0.037760416666666664,0.32421875]","[0.2916666666666667,-0.022135416666666668,-0.3502604166666667,0.265625,0.2565104166666667]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[1.0420000553131104,1.6000001430511475,2.180999994277954,2.8519999980926514,3.4130001068115234]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",5,0,5,0,1,4,"['blk1', 'blk2', 'blk3', 'blk4', 'blk5']",0.5,001,A29GU646GXDMLU,2020-07-13_19h23.15.326,corsi,3.1.3,60
"[-0.2630208333333333,0.0013020833333333333,0.33203125,0.26953125,-0.048177083333333336]","[-0.30078125,0.3059895833333333,-0.0026041666666666665,-0.2604166666666667,-0.00390625]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[1.2149999141693115,1.9049999713897705,2.486999988555908,3.068000078201294,3.7100000381469727]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",5,0,5,0,1,4,"['blk1', 'blk2', 'blk3', 'blk4', 'blk5']",0.5,001,A29GU646GXDMLU,2020-07-13_19h23.15.326,corsi,3.1.3,60
"[-0.01953125,-0.30078125,-0.3046875,0.30859375,-0.006510416666666667]","[-0.3346354166666667,0.040364583333333336,-0.3255208333333333,-0.032552083333333336,0.3580729166666667]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.9309999942779541,1.5420000553131104,2.136000156402588,2.813000202178955,3.3600001335144043]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",5,0,5,0,1,4,"['blk1', 'blk2', 'blk3', 'blk4', 'blk5']",0.5,001,A29GU646GXDMLU,2020-07-13_19h23.15.326,corsi,3.1.3,60
