mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,respSequence,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,sequence,blockDuration,session,participant,date,expName,psychopyVersion,frameRate
"[0.005555555555555556,-0.33111111111111113,-0.008888888888888889,-0.0022222222222222222,0.28]","[0.31444444444444447,-0.28555555555555556,-0.2966666666666667,-0.05444444444444444,0.2677777777777778]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[1.0720000267028809,2.1050000190734863,2.9720001220703125,3.7380001544952393,4.621000051498413]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",5,0,5,0,1,4,"['blk1', 'blk2', 'blk3', 'blk4', 'blk5']",0.5,001,1,2020-11-12_17h01.42.751,corsi,3.1.3,60
"[-0.2644444444444444,0.31333333333333335,0.3422222222222222,-0.29888888888888887,0.0044444444444444444]","[-0.3288888888888889,0.056666666666666664,0.2811111111111111,0.2588888888888889,0.04888888888888889]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.75,1.6160001754760742,2.2660000324249268,3.133000135421753,3.8330001831054688]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",5,0,5,0,1,4,"['blk1', 'blk2', 'blk3', 'blk4', 'blk5']",0.5,001,1,2020-11-12_17h01.42.751,corsi,3.1.3,60
"[-0.027777777777777776,-0.29,-0.29333333333333333,0.3333333333333333,-0.012222222222222223]","[0.2966666666666667,0.2588888888888889,-0.027777777777777776,-0.057777777777777775,-0.034444444444444444]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.5329999923706055,1.1489999294281006,1.7679998874664307,2.618000030517578,3.2669999599456787]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",5,0,5,0,1,4,"['blk1', 'blk2', 'blk3', 'blk4', 'blk5']",0.5,001,1,2020-11-12_17h01.42.751,corsi,3.1.3,60
"[0.04,0.3011111111111111,-0.011111111111111112,-0.05555555555555555,0.3211111111111111]","[-0.035555555555555556,0.37,-0.3433333333333333,0.35333333333333333,-0.03]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.932999849319458,1.565999984741211,2.4839999675750732,3.384999990463257,4.25]","[""blk3"",""blk1"",""blk2"",""blk4"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",5,0,5,0,1,4,"['blk1', 'blk2', 'blk3', 'blk4', 'blk5']",0.5,001,1,2020-11-12_17h01.42.751,corsi,3.1.3,60
"[-0.27555555555555555,-0.26555555555555554,-0.26555555555555554,0.3011111111111111,-0.056666666666666664,0.3688888888888889]","[-0.01,-0.39,-0.2788888888888889,-0.04777777777777778,-0.26,-0.3111111111111111]","[1,1,1,1,1,1]","[0,0,0,0,0,0]","[0,0,0,0,0,0]","[0.09999990463256836,0.7170000076293945,1.25,2,2.683000087738037,3.2829999923706055]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]",5,0,5,0,1,4,"['blk1', 'blk2', 'blk3', 'blk4', 'blk5']",0.5,001,1,2020-11-12_17h01.42.751,corsi,3.1.3,60
